,careerOpportunitiesRating,ceo,compensationAndBenefitsRating,cultureAndValuesRating,exactMatch,featuredReview,id,industry,industryId,industryName,isEEP,name,numberOfRatings,overallRating,parentEmployer,ratingDescription,recommendToFriendRating,sectorId,sectorName,seniorLeadershipRating,squareLogo,website,workLifeBalanceRating
1,3.3,"{'name': 'Francis Johnson', 'title': 'President', 'numberOfRatings': 7, 'pctApprove': 100, 'pctDisapprove': 0, 'image': {'src': 'https://media.glassdoor.com/people/sqll/615619/johnson-and-johnson-insurance-ceo1515040940699.png', 'height': 200, 'width': 200}}",3.5,4.2,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Johnson-and-Johnson-Insurance-RVW29743547.htm', 'id': 29743547, 'currentJob': False, 'reviewDateTime': '2019-10-10 20:15:32.913', 'jobTitle': 'Underwriting Intern', 'location': '', 'jobTitleFromDb': 'Underwriting Intern', 'headline': 'Fun fun fun', 'pros': 'Out of work activities (happy hours, boat days, Tuesday trivia)', 'cons': 'You have to take initiative if you want to learn and get a lot of of the summer! Some interns would sit on their phone and do nothing and other employees noticed it. Not a good look', 'overall': 5, 'overallNumeric': 5}",615619,Insurance Agencies & Brokerages,200065.0,Insurance Agencies & Brokerages,False,Johnson & Johnson Insurance,47,3.6,,Satisfied,71,10014.0,Insurance,3.6,https://media.glassdoor.com/sqll/615619/johnson-and-johnson-insurance-squarelogo-1399900663416.png,www.jjins.com,3.8
2,3.1,"{'name': 'Alex Gorsky', 'title': 'CEO', 'numberOfRatings': 19, 'pctApprove': 66, 'pctDisapprove': 34, 'image': {'src': 'https://media.glassdoor.com/people/sqll/726549/johnson-and-johnson-vision-care-ceo1474664846694.png', 'height': 200, 'width': 200}}",3.3,3.4,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Johnson-and-Johnson-Vision-Care-RVW26475816.htm', 'id': 26475816, 'currentJob': True, 'reviewDateTime': '2019-06-04 16:18:00.77', 'jobTitle': 'Employee', 'location': '', 'headline': 'Great company but management needs managing', 'pros': 'Work life balance\r\nLiving the Credo\r\nFlexible working hours', 'cons': 'Managers changing their minds frequently\r\nNot a lot of movement unless someone leaves', 'overall': 4, 'overallNumeric': 4}",726549,Health Care Products Manufacturing,200072.0,Health Care Products Manufacturing,False,Johnson & Johnson Vision Care,65,3.1,"{'id': 364, 'name': 'Johnson & Johnson', 'relationshipDate': '', 'relationship': 'SUBSIDIARYOF', 'isSunset': False, 'sunsetMessage': '', 'logo': {'normalUrl': 'https://media.glassdoor.com/sql/364/johnson-and-johnson-squarelogo-1542652846094.png', 'mediumUrl': 'https://media.glassdoor.com/sqlm/364/johnson-and-johnson-squarelogo-1542652846094.png', 'smallUrl': 'https://media.glassdoor.com/sqls/364/johnson-and-johnson-squarelogo-1542652846094.png'}}",OK,50,10015.0,Manufacturing,2.9,https://media.glassdoor.com/sqll/726549/johnson-and-johnson-vision-care-squarelogo-1486662667398.png,www.jnjvision.com,3.3
3,3.8,,3.9,4.7,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-JKJ-RVW20618266.htm', 'id': 20618266, 'currentJob': False, 'reviewDateTime': '2018-05-16 15:55:51.7', 'jobTitle': 'Employee', 'location': '', 'headline': 'Great company culture', 'pros': 'Such a friendly work environment. The management really supports their colleagues and there is lots of opportunity for growth. People seem happy to work here.', 'cons': 'Insurance can be a bit boring but not JKJs fault!', 'overall': 5, 'overallNumeric': 5}",366043,Insurance Agencies & Brokerages,200065.0,Insurance Agencies & Brokerages,False,JKJ,5,4.5,,Very Satisfied,100,10014.0,Insurance,4.7,https://media.glassdoor.com/sqll/366043/jkj-squarelogo-1575017783727.png,www.jkj.com,4.7
4,3.2,"{'name': 'Carin Johnson', 'title': 'Partner', 'numberOfRatings': 1, 'pctApprove': 100, 'pctDisapprove': 0, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1420926/the-law-offices-of-johnson-and-johnson-ceo1503051400192.png', 'height': 200, 'width': 200}}",2.6,2.3,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-The-Law-Offices-of-Johnson-and-Johnson-RVW14678169.htm', 'id': 14678169, 'currentJob': True, 'reviewDateTime': '2017-04-18 12:32:52.573', 'jobTitle': 'Employee', 'location': '', 'headline': 'Good place to be', 'pros': 'Great people and good environment', 'cons': 'Lots of work and sometimes confusing', 'overall': 5, 'overallNumeric': 5}",1420926,Legal,200002.0,Legal,False,The Law Offices of Johnson & Johnson,3,3.6,,Satisfied,60,10001.0,Accounting & Legal,2.9,https://media.glassdoor.com/sqll/1420926/the-law-offices-of-johnson-and-johnson-squarelogo-1496815064102.png,www.jjlaw2.com,3.4
5,4.0,,5.0,3.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Bill-Johnson-CorreCharles-E-Bill-Johnson-Correctional-Centerctional-Center-RVW17696685.htm', 'id': 17696685, 'currentJob': False, 'reviewDateTime': '2017-11-02 13:33:49.643', 'jobTitle': 'CSO II', 'location': 'Alva, OK', 'jobTitleFromDb': 'CSO II', 'headline': 'Security Officer', 'pros': 'Hearing a lot about the inmates stories, learning new things that happen on the ""streets"", great employee benefits on account of working for the state, overall fun job', 'cons': 'Lot of hours logged, high stress, low pay.', 'overall': 4, 'overallNumeric': 4}",1858897,,,,False,"Bill Johnson CorreCharles E. ""Bill"" Johnson Correctional Centerctional Center",1,4.0,,Satisfied,100,,,4.0,,,2.0
6,0.0,,0.0,0.0,False,,1912944,Real Estate,200094.0,Real Estate,False,"Johnson & Johnson, Attorneys At Law",0,0,,Not Applicable,0,10020.0,Real Estate,0.0,,www.johnsonlawnj.com,0.0
7,0.0,,0.0,0.0,False,,1447469,Legal,200002.0,Legal,False,Johnson Johnson & Schaller,0,0,,Not Applicable,0,10001.0,Accounting & Legal,0.0,,www.justicelawyers.com,0.0
8,0.0,,0.0,0.0,False,,2172493,,,,False,Johnson & Johnson Law Firm,0,0,,Not Applicable,0,,,0.0,,www.jjlaw.biz,0.0
9,0.0,,0.0,0.0,False,,1433523,Legal,200002.0,Legal,False,"Johnson, Johnson & Baer P.C",0,0,,Not Applicable,0,10001.0,Accounting & Legal,0.0,,www.dwi-texas.com,0.0
0,3.9,"{'name': 'James L. Powers', 'title': 'Chief Executive Officer', 'numberOfRatings': 354, 'pctApprove': 91, 'pctDisapprove': 9, 'image': {'src': 'https://media.glassdoor.com/people/sqll/9414/crowe-horwath-james-l-powers.png', 'height': 200, 'width': 200}}",3.7,4.0,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Crowe-RVW30514517.htm', 'id': 30514517, 'currentJob': True, 'reviewDateTime': '2019-11-21 19:24:01.403', 'jobTitle': 'Audit Staff', 'location': '', 'jobTitleFromDb': 'Audit Staff', 'headline': 'Great company to work for', 'pros': 'Mobility policy, good benefits, a lot of experience', 'cons': 'Slow laptops, Excel always crashing', 'overall': 5, 'overallNumeric': 5}",9414,Accounting,200001.0,Accounting,True,Crowe,1082,3.9,,Satisfied,77,10001.0,Accounting & Legal,3.8,https://media.glassdoor.com/sqll/9414/crowe-squarelogo-1528125970311.png,www.crowe.com,3.7
1,4.0,,3.0,2.0,True,,2813268,,,,False,Crowe,1,4.0,,Satisfied,100,,,0.0,,https:www.crowe.commx,4.0
2,4.5,,3.5,4.4,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Crowe-and-Dunlevy-RVW15458959.htm', 'id': 15458959, 'currentJob': False, 'reviewDateTime': '2017-06-13 13:30:16.44', 'jobTitle': 'Employee', 'location': '', 'headline': 'Great Place, Friendly People', 'pros': 'community atmosphere, lots of resources, great clients', 'cons': 'hierarchical company structure,  mandatory time as associate attorney', 'overall': 5, 'overallNumeric': 5}",118974,Legal,200002.0,Legal,False,Crowe & Dunlevy,4,4.4,,Very Satisfied,100,10001.0,Accounting & Legal,3.7,https://media.glassdoor.com/sqll/118974/crowe-and-dunlevy-squarelogo-1530683391786.png,www.crowedunlevy.com,4.2
3,5.0,,5.0,5.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Crowe-and-Associates-RVW18109387.htm', 'id': 18109387, 'currentJob': False, 'reviewDateTime': '2017-11-28 20:52:55.997', 'jobTitle': 'Telemarketer', 'location': 'Brookfield, CT', 'jobTitleFromDb': 'Telemarketer', 'headline': 'Telemarketing for Crowe and Associates', 'pros': 'Flexible schedule and great rewards', 'cons': 'Difficult to reach client base', 'overall': 5, 'overallNumeric': 5}",1887633,,,,False,Crowe & Associates,2,4.4,,Very Satisfied,100,,,5.0,,www.croweandassociates.com,5.0
4,0.0,,0.0,0.0,False,,1590066,,,,False,Strawbridge Crowe Energy Group,0,0,,Not Applicable,0,,,0.0,,,0.0
5,0.0,,0.0,0.0,False,,2609681,,,,False,The Law Firm of Wayne F. Crowe Jr.,0,0,,Not Applicable,0,,,0.0,https://media.glassdoor.com/sqll/2609681/the-law-firm-of-wayne-f-crowe-jr-squarelogo-1559602215365.png,www.wfcrowelaw.com,0.0
6,3.5,"{'name': 'Bruce Picton', 'title': 'CEO', 'numberOfRatings': 2, 'pctApprove': 100, 'pctDisapprove': 0, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1309654/crowe-mackay-ceo1546485984188.png', 'height': 200, 'width': 200}}",3.5,4.0,False,,1309654,,,,False,Crowe MacKay,7,3.6,,Satisfied,76,,,3.6,https://media.glassdoor.com/sqll/1309654/crowe-mackay-squarelogo-1532326366591.png,www.crowemackay.ca,4.0
7,0.0,,0.0,0.0,False,,2197860,Legal,200002.0,Legal,False,Bailey Crowe Arnold & Majors LLP,0,0,,Not Applicable,0,10001.0,Accounting & Legal,0.0,,www.bcklaw.com,0.0
8,0.0,,0.0,0.0,False,,2173508,,,,False,Crowe Heating & Air,0,0,,Not Applicable,0,,,0.0,,www.crowehvac.com,0.0
9,0.0,,0.0,0.0,False,,1610366,Consumer Product Rental,200038.0,Consumer Product Rental,False,Crowe Group,0,0,,Not Applicable,0,10008.0,Consumer Services,0.0,,,0.0
0,3.8,"{'name': 'Pat Gelsinger', 'title': 'CEO', 'numberOfRatings': 2555, 'pctApprove': 96, 'pctDisapprove': 4, 'image': {'src': 'https://media.glassdoor.com/people/sqll/12830/vmware-pat-gelsinger.png', 'height': 200, 'width': 200}}",4.2,4.2,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-VMware-RVW27577384.htm', 'id': 27577384, 'currentJob': False, 'reviewDateTime': '2019-06-24 13:28:33.1', 'jobTitle': 'Software Engineer', 'location': 'Palo Alto, CA', 'jobTitleFromDb': 'Software Engineer', 'headline': 'Great place to work that values quality of life and family', 'pros': 'VMware is a big company but in many ways had a startup vibe. That was great because the resources and infrastructure of a big company were there, but it gave most people I worked with freedom to work on many projects, influence, move around, and contribute in many ways. Plus, many things moved faster than they might at other companies of the same size. Perks were really great including bonuses, events on the campus, opportunities, etc.', 'cons': 'The biggest con is the annual layoff. During most of the years I was there, we were growing like crazy, beating expectations, gaining in stock price, etc. It was always positive and upward. However, every single January, it was known that there would be a round of layoffs, even when all numbers were looking great as they almost always were. Management called it restructuring. But, over the years, some really good people were let go for no apparent reason. Then to add insult to injury, a week or two later, there would be a company quarterly meeting discussing how VMware was doing so well and is still hiring, but they had to make some changes. It always felt dishonest and the sympathy for those let go came across as disingenuous.', 'overall': 5, 'overallNumeric': 5}",12830,Computer Hardware & Software,200060.0,Computer Hardware & Software,True,VMware,4946,4.2,"{'id': 1327, 'name': 'Dell Technologies', 'relationshipDate': '', 'relationship': 'SUBSIDIARYOF', 'isSunset': False, 'sunsetMessage': '', 'logo': {'normalUrl': 'https://media.glassdoor.com/sql/1327/dell-squarelogo-1558122709342.png', 'mediumUrl': 'https://media.glassdoor.com/sqlm/1327/dell-squarelogo-1558122709342.png', 'smallUrl': 'https://media.glassdoor.com/sqls/1327/dell-squarelogo-1558122709342.png'}}",Very Satisfied,87,10013.0,Information Technology,3.6,https://media.glassdoor.com/sqll/12830/vmware-squarelogo-1489080459497.png,www.vmware.com,4.0
1,3.8,"{'name': 'Michael S. Dell', 'title': 'Chairman and CEO', 'numberOfRatings': 8134, 'pctApprove': 92, 'pctDisapprove': 8, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1327/dell-ceo1491199939451.png', 'height': 200, 'width': 200}}",3.8,4.1,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Dell-Technologies-RVW30665426.htm', 'id': 30665426, 'currentJob': True, 'reviewDateTime': '2019-12-02 16:32:06.223', 'jobTitle': 'Consultant', 'location': '', 'jobTitleFromDb': 'Consultant', 'headline': 'Great place to intern', 'pros': 'inclusive culture in the workspace', 'cons': ""sometimes there's no work to be done for a bit"", 'overall': 5, 'overallNumeric': 5}",1327,IT Services,200064.0,IT Services,True,Dell Technologies,15179,4.0,,Satisfied,83,10013.0,Information Technology,3.6,https://media.glassdoor.com/sqll/1327/dell-squarelogo-1558122709342.png,jobs.dell.com,4.1
2,0.0,,0.0,0.0,False,,1528420,,,,False,Gotzu Technology,0,0,,Not Applicable,0,,,0.0,,www.gotzu.com,0.0
0,4.4,"{'name': 'Bob Quattrocchi', 'title': 'President and CEO', 'numberOfRatings': 804, 'pctApprove': 95, 'pctDisapprove': 5, 'image': {'src': 'https://media.glassdoor.com/people/sqll/20642/northside-hospital-ceo1526562221470.png', 'height': 200, 'width': 200}}",4.3,4.4,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Northside-Hospital-RVW30403910.htm', 'id': 30403910, 'currentJob': True, 'reviewDateTime': '2019-11-15 16:41:26.353', 'jobTitle': 'Employee', 'location': '', 'headline': 'I was recently hired and I am loving every minute!', 'pros': 'Surrounded by support. Such a fantastic organization. I’m switching from floor nursing to IV therapy, so it’s a big change.', 'cons': 'The onboarding process is a mess. Completely chaotic, unorganized, definitely something that needs to be fixed. Way too many chef’s in that kitchen.', 'overall': 5, 'overallNumeric': 5}",20642,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,True,Northside Hospital,1458,4.4,,Very Satisfied,92,10012.0,Health Care,4.1,https://media.glassdoor.com/sqll/20642/northside-hospital-squarelogo.png,jobs.northside.com,4.3
1,3.4,"{'name': 'Dia Nichols', 'title': 'CEO', 'numberOfRatings': 2, 'pctApprove': 49, 'pctDisapprove': 51, 'image': {'src': 'https://media.glassdoor.com/people/sqll/121789/northside-hospital-ceo1530248894292.png', 'height': 200, 'width': 200}}",2.9,3.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Northside-Hospital-RVW29382880.htm', 'id': 29382880, 'currentJob': True, 'reviewDateTime': '2019-09-22 17:59:20.493', 'jobTitle': 'Administrative Nursing House Supervisor', 'location': 'Saint Petersburg, FL', 'jobTitleFromDb': 'Administrative Nursing House Supervisor', 'headline': 'Overall good place to work', 'pros': 'Great people, great goals!!', 'cons': 'Benefits should be better for employees!', 'overall': 4, 'overallNumeric': 4}",121789,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Northside Hospital,20,3.5,"{'id': 2062, 'name': 'HCA Healthcare', 'relationshipDate': '', 'relationship': 'SUBSIDIARYOF', 'isSunset': False, 'sunsetMessage': '', 'logo': {'normalUrl': 'https://media.glassdoor.com/sql/2062/hca-healthcare-squarelogo-1551127289039.png', 'mediumUrl': 'https://media.glassdoor.com/sqlm/2062/hca-healthcare-squarelogo-1551127289039.png', 'smallUrl': 'https://media.glassdoor.com/sqls/2062/hca-healthcare-squarelogo-1551127289039.png'}}",Satisfied,52,10012.0,Health Care,2.7,https://media.glassdoor.com/sqll/121789/northside-hospital-and-tampa-bay-heart-institute-squarelogo-1498590751431.png,www.northsidehospital.com,3.2
2,5.0,,5.0,5.0,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Northside-Animal-Hospital-RVW9411871.htm', 'id': 9411871, 'currentJob': True, 'reviewDateTime': '2016-02-01 10:25:16.197', 'jobTitle': 'Employee', 'location': '', 'headline': 'Receptionist', 'pros': 'I work here because I love animals, and love to be in a customer service oriented company. I am pleased to work with many different people, and clients also.', 'cons': 'Honestly there are no cons.', 'overall': 3, 'overallNumeric': 3}",1172132,,,,False,Northside Animal Hospital,1,3.0,,OK,100,,,1.0,,www.northsideanimalhospital.org,5.0
3,0.0,,0.0,0.0,False,,1734603,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Northside Animal Hospital of Jacksonville,0,0,,Not Applicable,0,10012.0,Health Care,0.0,https://media.glassdoor.com/sqll/1734603/northside-animal-hospital-of-jacksonville-squarelogo-1551653475531.png,www.vetcarejax.com,0.0
4,3.6,"{'name': 'Stephen J Daugherty', 'title': 'CEO', 'numberOfRatings': 8, 'pctApprove': 100, 'pctDisapprove': 0}",3.8,3.6,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Coliseum-Health-System-RVW28834669.htm', 'id': 28834669, 'currentJob': False, 'reviewDateTime': '2019-08-25 12:04:35.983', 'jobTitle': 'CRRN', 'location': 'Macon, GA', 'jobTitleFromDb': 'CRRN', 'headline': 'Good place to work', 'pros': 'Coliseum offers great benefits for employees', 'cons': 'I really cannot think of any cons', 'overall': 4, 'overallNumeric': 4}",134258,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,False,Coliseum Health System,26,3.7,,Satisfied,66,10012.0,Health Care,3.4,https://media.glassdoor.com/sqll/134258/coliseum-health-system-squarelogo-1466792525177.png,www.coliseumhealthsystem.com,3.7
5,2.9,,3.3,3.3,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Georgia-Cancer-Specialists-RVW24556353.htm', 'id': 24556353, 'currentJob': True, 'reviewDateTime': '2019-02-05 19:44:39.503', 'jobTitle': 'Medical Technologist', 'location': '', 'jobTitleFromDb': 'Medical Technologist', 'headline': 'One of the best places I have worked at', 'pros': 'Pay \r\nGreat colleagues\r\nGreat healthcare providers', 'cons': 'Lack of float staff \r\nRequirement of using PTO for holidays', 'overall': 4, 'overallNumeric': 4}",955552,,,,False,Georgia Cancer Specialists,6,3.5,,Satisfied,67,,,3.2,https://media.glassdoor.com/sqll/955552/georgia-cancer-specialists-squarelogo-1466690300008.png,www.gacancer.com,3.4
0,4.6,"{'name': 'Randy Richardson', 'title': 'President', 'numberOfRatings': 224, 'pctApprove': 99, 'pctDisapprove': 1, 'image': {'src': 'https://media.glassdoor.com/people/sqll/331204/vi-ceo1560171388407.png', 'height': 200, 'width': 200}}",4.7,4.7,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Vi-RVW30637070.htm', 'id': 30637070, 'currentJob': True, 'reviewDateTime': '2019-11-30 12:27:01.96', 'jobTitle': 'Licensed Practical Nurse', 'location': 'Naples, FL', 'jobTitleFromDb': 'Licensed Practical Nurse', 'headline': 'Great Company to work for', 'pros': 'Benefits similar to other great,  large corporations.', 'cons': ""Can't think of any. They treat employees well."", 'overall': 5, 'overallNumeric': 5}",331204,Health Care Services & Hospitals,200059.0,Health Care Services & Hospitals,True,Vi,318,4.7,,Very Satisfied,93,10012.0,Health Care,4.6,https://media.glassdoor.com/sqll/331204/vi-squarelogo.png,www.viliving.com,4.6
1,4.3,"{'name': 'Omri Yoffe', 'title': 'CEO', 'numberOfRatings': 13, 'pctApprove': 92, 'pctDisapprove': 8}",4.3,4.3,True,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Vi-RVW30112453.htm', 'id': 30112453, 'currentJob': False, 'reviewDateTime': '2019-10-30 18:11:50.71', 'jobTitle': 'Administrative Manager', 'location': 'New York, NY', 'jobTitleFromDb': 'Administrative Manager', 'headline': 'I worked at Vi for almost two yers.', 'pros': ""I can't tell how much I have enjoyed working at Vi! As a student, Vi gave me an opportunity that I will be thankful for the rest of my life. \r\nI have learned so much and I have met amazing people. \r\nThe company treats you with respect and have lots of benefits."", 'cons': 'There are not enough female employees in the company', 'overall': 5, 'overallNumeric': 5}",1453995,"Health, Beauty, & Fitness",200040.0,"Health, Beauty, & Fitness",False,Vi,30,4.5,,Very Satisfied,90,10008.0,Consumer Services,4.0,https://media.glassdoor.com/sqll/1453995/lifebeam-squarelogo-1516140965400.png,www.vitrainer.com,3.8
2,3.1,,3.4,3.5,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-VI-Aesthetics-RVW27474902.htm', 'id': 27474902, 'currentJob': True, 'reviewDateTime': '2019-06-18 09:36:06.527', 'jobTitle': 'Customer Service Manager', 'location': 'Hollywood, CA', 'jobTitleFromDb': 'Customer Service Manager', 'headline': 'Honestly could not be happier', 'pros': 'Great work environment with honest and dedicated people who genuinely care about their company and brand. I love the little office perks like meals, snacks, skin care products, copious amounts of coffee, company events and activities. Lets us know you care about and appreciate your employees.', 'cons': 'I really cannot think of any. I enjoy coming to work and being around my colleagues. i love the open office layout and environment.', 'overall': 5, 'overallNumeric': 5}",1771529,Wholesale,200033.0,Wholesale,False,VI Aesthetics,8,3.5,,Satisfied,63,10006.0,Business Services,3.3,https://media.glassdoor.com/sqll/1771529/vi-aesthetics-squarelogo-1550698405237.png,www.viaesthetics.com,4.0
3,3.0,"{'name': 'Rich Koulouris', 'title': 'CEO', 'numberOfRatings': 11, 'pctApprove': 80, 'pctDisapprove': 20}",3.2,2.9,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Vi-Jon-RVW29975341.htm', 'id': 29975341, 'currentJob': True, 'reviewDateTime': '2019-10-23 07:32:57.697', 'jobTitle': 'Anonymous', 'location': 'Saint Louis, MO', 'jobTitleFromDb': 'Anonymous', 'headline': 'A Solid Place to Work', 'pros': ""The company really is a nice place to work and the people here are one of the biggest draws. Once you get settled in, you can make some great friends. They've made some changes at the executive level (CEO, etc.) and the new leadership's plans for the next couple of years are exciting. Medical benefits are pretty good too."", 'cons': 'Every company has pros and cons. One thing a lot of folks mention is that it would be nice to have flex time or being able to work from home', 'overall': 4, 'overallNumeric': 4}",11577,Consumer Products Manufacturing,200069.0,Consumer Products Manufacturing,True,Vi-Jon,106,3.4,,OK,60,10015.0,Manufacturing,3.2,https://media.glassdoor.com/sqll/11577/vi-jon-squarelogo.png,www.vijon.com,3.2
4,3.0,"{'name': 'Dr. Vincent D. (Chuck) Mattera, Jr.', 'title': 'President and Chief Excecutive Officer', 'numberOfRatings': 11, 'pctApprove': 100, 'pctDisapprove': 0, 'image': {'src': 'https://media.glassdoor.com/people/sqll/1501/ii-vi-ceo1517917034680.png', 'height': 200, 'width': 200}}",2.9,3.2,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-II-VI-RVW29895255.htm', 'id': 29895255, 'currentJob': True, 'reviewDateTime': '2019-10-18 15:19:16.77', 'jobTitle': 'Intern - Hourly', 'location': '', 'jobTitleFromDb': 'Intern - Hourly', 'headline': 'Great Atmosphere! A lot to learn from', 'pros': 'you get to work with the most cutting edge technology', 'cons': 'pay is the least amongst all offers', 'overall': 5, 'overallNumeric': 5}",1501,Telecommunications Manufacturing,200121.0,Telecommunications Manufacturing,False,II-VI,70,3.1,,OK,45,10023.0,Telecommunications,3.0,https://media.glassdoor.com/sqll/1501/ii-vi-squarelogo-1424931493433.png,www.ii-vi.com,3.3
5,3.6,,3.5,3.5,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-II-VI-Optical-Systems-RVW28562285.htm', 'id': 28562285, 'currentJob': True, 'reviewDateTime': '2019-08-11 04:12:27.607', 'jobTitle': 'Optical Tech III', 'location': 'Murrieta, CA', 'jobTitleFromDb': 'Optical Tech III', 'headline': 'New Hire', 'pros': 'good benefits, flexible hours, management seems to care and is willing to help', 'cons': 'takes a long time to process the actual hiring, benefits are hard to understand at first. paperwork needs help', 'overall': 4, 'overallNumeric': 4}",1159289,Aerospace & Defense,200003.0,Aerospace & Defense,False,II-VI Optical Systems,27,3.7,"{'id': 1501, 'name': 'II-VI', 'relationshipDate': '', 'relationship': 'SUBSIDIARYOF', 'isSunset': False, 'sunsetMessage': '', 'logo': {'normalUrl': 'https://media.glassdoor.com/sql/1501/ii-vi-squarelogo-1424931493433.png', 'mediumUrl': 'https://media.glassdoor.com/sqlm/1501/ii-vi-squarelogo-1424931493433.png', 'smallUrl': 'https://media.glassdoor.com/sqls/1501/ii-vi-squarelogo-1424931493433.png'}}",Satisfied,76,10002.0,Aerospace & Defense,3.3,https://media.glassdoor.com/sqll/1159289/ii-vi-optical-systems-squarelogo-1503511781161.png,www.opticalsystems.com,3.6
6,1.6,,2.1,1.4,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-VLOC-RVW15807956.htm', 'id': 15807956, 'currentJob': False, 'reviewDateTime': '2017-07-08 18:47:40.59', 'jobTitle': 'Intern', 'location': 'Trinity, FL', 'jobTitleFromDb': 'Intern', 'headline': 'VLOC Employee', 'pros': 'Great intern program for high schoolers. Very hands on experience.', 'cons': 'Company is shut down permanently', 'overall': 3, 'overallNumeric': 3}",447986,,,,False,VLOC,11,1.6,,Dissatisfied,0,,,1.7,https://media.glassdoor.com/sqll/447986/vloc-squarelogo-1430145094285.png,www.vloc.com,2.1
7,2.0,,2.3,2.4,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-Life-Help-Region-VI-RVW20631138.htm', 'id': 20631138, 'currentJob': False, 'reviewDateTime': '2018-05-17 10:04:12.87', 'jobTitle': 'Employee', 'location': '', 'headline': 'Technician', 'pros': 'Great experience, friendly staff and schedule is flexible', 'cons': 'Pay less and mamngemet should conduct more trainings to workers', 'overall': 3, 'overallNumeric': 3}",1040497,,,,False,Life Help Region VI,10,2.3,,Dissatisfied,53,,,1.7,https://media.glassdoor.com/sqll/1040497/life-help-region-vi-squarelogo-1545290303767.png,www.region6-lifehelp.org,2.9
8,3.7,,3.7,3.7,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-VI-Marketing-and-Branding-RVW23434162.htm', 'id': 23434162, 'currentJob': False, 'reviewDateTime': '2018-11-15 12:35:04.033', 'jobTitle': 'Employee', 'location': '', 'headline': ""When You're Here, You're Family."", 'pros': ""Olive Garden doesn't deserve that tagline. It falls more in line with VI. Everyone at VI treats each other like one big family. There's genuine care and respect amongst employees and departments. And everyone is very positive and motivating. It's a fun and engaging place with an overall professional yet laidback atmosphere. There's beer. There's chili. There's lots of smart friggin people too. I'd recommend VI to anyone looking to make waves in the marketing industry."", 'cons': 'Depending on your position, workloads can get kinda heavy during busy parts of the year.', 'overall': 5, 'overallNumeric': 5}",913607,Advertising & Marketing,200022.0,Advertising & Marketing,False,VI Marketing and Branding,9,3.8,,Satisfied,77,10006.0,Business Services,3.4,https://media.glassdoor.com/sqll/913607/vi-marketing-and-branding-squarelogo-1498198968953.png,www.vimarketingandbranding.com,3.1
9,3.4,,3.0,3.1,False,"{'attributionURL': 'https://www.glassdoor.com/Reviews/Employee-Review-VI-Government-Hospital-and-Health-Facilities-RVW17792018.htm', 'id': 17792018, 'currentJob': True, 'reviewDateTime': '2017-11-08 05:36:26.097', 'jobTitle': 'Certified Phlebotomist', 'location': 'Saint Thomas, VI', 'jobTitleFromDb': 'Certified Phlebotomist', 'headline': 'Phlebotomist', 'pros': 'Helping patients, Great experience opportunity', 'cons': 'Could be better team work for the sake of the patients', 'overall': 3, 'overallNumeric': 3}",447914,,,,False,VI Government Hospital & Health Facilities,8,2.7,,OK,78,,,2.7,https://media.glassdoor.com/sqll/447914/vi-government-hospital-and-health-facilities-squarelogo-1511275740128.png,www.rlshospital.org,3.0
