employmentStatus,jobTitle,max,mean,min,payPeriod,company_name,totalJobTitlesCount,careerOpportunitiesRating,compensationAndBenefitsRating,cultureAndValuesRating,industryName,isEEP,numberOfRatings,overallRating,ratingDescription,recommendToFriendRating,sectorName,seniorLeadershipRating,workLifeBalanceRating,review_URL,review_ID,review_currentJob,review_DateTime,review_jobTitle,review_location,review_pros,review_cons,review_overall,ceo_name,ceo_title,ceo_numberOfRatings,ceo_approval_rate,ceo_Photo_URL,parentEmployer_name,parentEmployer_ID,parentEmployer_logoURL
REGULAR,Broker,33052.08,31137.6,29223.12,ANNUAL,Coldwell Banker Bain,13,3.6,3.0,3.8,Real Estate,False,30,3.8,Satisfied,74,Real Estate,3.8,3.1,https://www.glassdoor.com/Reviews/Employee-Review-Coldwell-Banker-Bain-RVW28937536.htm,28937536.0,False,2019-08-30 01:40:48.45,Real Estate Broker,"Vancouver, WA",Great management team.  Offers lots of support to ensure productivity and success of it's broker.,I felt pressured to do well.,5.0,Bill Riss,CEO & Owner,22.0,81.0,,,,
REGULAR,Office Manager,20.18,19.3,18.41,HOURLY,Coldwell Banker Bain,13,3.6,3.0,3.8,Real Estate,False,30,3.8,Satisfied,74,Real Estate,3.8,3.1,https://www.glassdoor.com/Reviews/Employee-Review-Coldwell-Banker-Bain-RVW28937536.htm,28937536.0,False,2019-08-30 01:40:48.45,Real Estate Broker,"Vancouver, WA",Great management team.  Offers lots of support to ensure productivity and success of it's broker.,I felt pressured to do well.,5.0,Bill Riss,CEO & Owner,22.0,81.0,,,,
REGULAR,Director of Global Corporate Sales - Us,110413.15,99736.32,89059.49,ANNUAL,Kempinski,4,3.5,3.2,3.3,"Hotels, Motels, & Resorts",False,157,3.6,Satisfied,65,Travel & Tourism,3.0,3.1,https://www.glassdoor.com/Reviews/Employee-Review-Kempinski-RVW23161027.htm,23161027.0,True,2018-10-28 18:19:34.693,Bartender,"Geneva, IL",International company with possibility to travel anywhere in the world,Difficult to change between departments,4.0,Alejandro Bernabé,CEO,45.0,89.0,https://media.glassdoor.com/people/sqll/152773/kempinski-hotels-alejandro-bernabé.png,,,
REGULAR,Director of Global Sales,12824.33,12264.1,11703.86,MONTHLY,Kempinski,4,3.5,3.2,3.3,"Hotels, Motels, & Resorts",False,157,3.6,Satisfied,65,Travel & Tourism,3.0,3.1,https://www.glassdoor.com/Reviews/Employee-Review-Kempinski-RVW23161027.htm,23161027.0,True,2018-10-28 18:19:34.693,Bartender,"Geneva, IL",International company with possibility to travel anywhere in the world,Difficult to change between departments,4.0,Alejandro Bernabé,CEO,45.0,89.0,https://media.glassdoor.com/people/sqll/152773/kempinski-hotels-alejandro-bernabé.png,,,
REGULAR,Executive Sous Chef,75174.64,72189.68,69204.71,ANNUAL,Kempinski,4,3.5,3.2,3.3,"Hotels, Motels, & Resorts",False,157,3.6,Satisfied,65,Travel & Tourism,3.0,3.1,https://www.glassdoor.com/Reviews/Employee-Review-Kempinski-RVW23161027.htm,23161027.0,True,2018-10-28 18:19:34.693,Bartender,"Geneva, IL",International company with possibility to travel anywhere in the world,Difficult to change between departments,4.0,Alejandro Bernabé,CEO,45.0,89.0,https://media.glassdoor.com/people/sqll/152773/kempinski-hotels-alejandro-bernabé.png,,,
REGULAR,Principal,108356.66,98820.43,89284.19,ANNUAL,Wilton & Bain,2,4.3,4.1,4.3,Staffing & Outsourcing,False,25,4.3,Very Satisfied,82,Business Services,4.3,4.0,https://www.glassdoor.com/Reviews/Employee-Review-Wilton-and-Bain-RVW25476313.htm,25476313.0,True,2019-04-02 14:55:48.42,Employee,"New York, NY","Really positive and professional working environment with lots of room for growth. Senior management is really active in building a great company culture and leading by example. Lots of fun company events and team building activities. Definitely a work hard, play hard environment. Shortened hours on Wednesday and Friday.","Can be long hours but the time tends to fly by. No other cons really. Honestly, a great place to work!",5.0,David Heron,CEO,7.0,100.0,https://media.glassdoor.com/people/sqll/758654/wilton-and-bain-ceo1548733179779.png,,,
REGULAR,Recruiting Coordinator,56852.79,54590.73,52328.66,ANNUAL,Wilton & Bain,2,4.3,4.1,4.3,Staffing & Outsourcing,False,25,4.3,Very Satisfied,82,Business Services,4.3,4.0,https://www.glassdoor.com/Reviews/Employee-Review-Wilton-and-Bain-RVW25476313.htm,25476313.0,True,2019-04-02 14:55:48.42,Employee,"New York, NY","Really positive and professional working environment with lots of room for growth. Senior management is really active in building a great company culture and leading by example. Lots of fun company events and team building activities. Definitely a work hard, play hard environment. Shortened hours on Wednesday and Friday.","Can be long hours but the time tends to fly by. No other cons really. Honestly, a great place to work!",5.0,David Heron,CEO,7.0,100.0,https://media.glassdoor.com/people/sqll/758654/wilton-and-bain-ceo1548733179779.png,,,
REGULAR,Museum Technician,16.96,16.16,15.36,HOURLY,LBJ Foundation,4,3.4,3.4,4.6,,False,5,4.1,Very Satisfied,100,,2.9,4.6,https://www.glassdoor.com/Reviews/Employee-Review-LBJ-Foundation-RVW23328846.htm,23328846.0,True,2018-11-08 11:57:25.363,Employee,,Awesome environment. People are always happy and very friendly and helpful no matter what position they are in.,"I can't think of any, I love working here!",5.0,,,,,,,,
REGULAR,Writer/Editor,78643.43,75620.2,72596.96,ANNUAL,LBJ Foundation,4,3.4,3.4,4.6,,False,5,4.1,Very Satisfied,100,,2.9,4.6,https://www.glassdoor.com/Reviews/Employee-Review-LBJ-Foundation-RVW23328846.htm,23328846.0,True,2018-11-08 11:57:25.363,Employee,,Awesome environment. People are always happy and very friendly and helpful no matter what position they are in.,"I can't think of any, I love working here!",5.0,,,,,,,,
REGULAR,Sales Associate,12.4,11.95,11.49,HOURLY,LBJ Foundation,4,3.4,3.4,4.6,,False,5,4.1,Very Satisfied,100,,2.9,4.6,https://www.glassdoor.com/Reviews/Employee-Review-LBJ-Foundation-RVW23328846.htm,23328846.0,True,2018-11-08 11:57:25.363,Employee,,Awesome environment. People are always happy and very friendly and helpful no matter what position they are in.,"I can't think of any, I love working here!",5.0,,,,,,,,
REGULAR,Dental Assistant,13.3,12.78,12.26,HOURLY,Bain Dental Group,1,2.9,2.6,4.2,,False,3,3.8,Satisfied,39,,3.2,2.6,https://www.glassdoor.com/Reviews/Employee-Review-Bain-Dental-Group-RVW24884953.htm,24884953.0,True,2019-02-26 06:22:00.517,Management,,"Family oriented, great company culture, benefits.",None that I can think of.,5.0,,,,,,,,
REGULAR,Technical Support Engineer,69234.68,59195.14,53080.43,ANNUAL,Zoom Video Communications,51,4.7,4.7,4.8,IT Services,True,252,4.6,Very Satisfied,95,Information Technology,4.7,4.7,https://www.glassdoor.com/Reviews/Employee-Review-Zoom-Video-Communications-RVW30249175.htm,30249175.0,True,2019-11-07 04:56:37.51,Enterprise Account Executive,"West Palm Beach, FL","Culture, culture, culture.  Our products are great and there is high demand.  The Zoom brand is amazing.  Customer LOVE our products.  But no one takes that for granted here.  The entire Zoom team strives to DELIGHT our customers and overdeliver on our products and services every single day.",Some of the sales processes are still a little clunky and manual for sales reps.,5.0,Eric S. Yuan,CEO,239.0,96.0,https://media.glassdoor.com/people/sqll/924644/zoom-video-communications-ceo1511876201316.png,,,
REGULAR,Account Executive,85469.77,61375.7,46848.94,ANNUAL,Zoom Video Communications,51,4.7,4.7,4.8,IT Services,True,252,4.6,Very Satisfied,95,Information Technology,4.7,4.7,https://www.glassdoor.com/Reviews/Employee-Review-Zoom-Video-Communications-RVW30249175.htm,30249175.0,True,2019-11-07 04:56:37.51,Enterprise Account Executive,"West Palm Beach, FL","Culture, culture, culture.  Our products are great and there is high demand.  The Zoom brand is amazing.  Customer LOVE our products.  But no one takes that for granted here.  The entire Zoom team strives to DELIGHT our customers and overdeliver on our products and services every single day.",Some of the sales processes are still a little clunky and manual for sales reps.,5.0,Eric S. Yuan,CEO,239.0,96.0,https://media.glassdoor.com/people/sqll/924644/zoom-video-communications-ceo1511876201316.png,,,
REGULAR,Business Development Representative,56408.08,48669.17,45143.56,ANNUAL,Zoom Video Communications,51,4.7,4.7,4.8,IT Services,True,252,4.6,Very Satisfied,95,Information Technology,4.7,4.7,https://www.glassdoor.com/Reviews/Employee-Review-Zoom-Video-Communications-RVW30249175.htm,30249175.0,True,2019-11-07 04:56:37.51,Enterprise Account Executive,"West Palm Beach, FL","Culture, culture, culture.  Our products are great and there is high demand.  The Zoom brand is amazing.  Customer LOVE our products.  But no one takes that for granted here.  The entire Zoom team strives to DELIGHT our customers and overdeliver on our products and services every single day.",Some of the sales processes are still a little clunky and manual for sales reps.,5.0,Eric S. Yuan,CEO,239.0,96.0,https://media.glassdoor.com/people/sqll/924644/zoom-video-communications-ceo1511876201316.png,,,
REGULAR,In N Out Associate,18.31,13.44,10.77,HOURLY,In-N-Out Burger,165,4.2,4.3,4.5,Fast-Food & Quick-Service Restaurants,False,1445,4.3,Very Satisfied,89,"Restaurants, Bars & Food Services",3.8,3.8,https://www.glassdoor.com/Reviews/Employee-Review-In-N-Out-Burger-RVW30649962.htm,30649962.0,False,2019-12-01 21:10:33.877,Grill Cook,"San Jose, CA",Very great place to work. Meet new people everyday. Co-workers are always super friendly. Free Double-Double during breaks !,Very busy all the time,5.0,Lynsi Snyder,President,923.0,95.0,https://media.glassdoor.com/people/sqll/14276/in-n-out-burger-lynsi-snyder.png,,,
REGULAR,Store Associate,16.78,13.27,10.81,HOURLY,In-N-Out Burger,165,4.2,4.3,4.5,Fast-Food & Quick-Service Restaurants,False,1445,4.3,Very Satisfied,89,"Restaurants, Bars & Food Services",3.8,3.8,https://www.glassdoor.com/Reviews/Employee-Review-In-N-Out-Burger-RVW30649962.htm,30649962.0,False,2019-12-01 21:10:33.877,Grill Cook,"San Jose, CA",Very great place to work. Meet new people everyday. Co-workers are always super friendly. Free Double-Double during breaks !,Very busy all the time,5.0,Lynsi Snyder,President,923.0,95.0,https://media.glassdoor.com/people/sqll/14276/in-n-out-burger-lynsi-snyder.png,,,
REGULAR,Associate,15.41,12.47,11.0,HOURLY,In-N-Out Burger,165,4.2,4.3,4.5,Fast-Food & Quick-Service Restaurants,False,1445,4.3,Very Satisfied,89,"Restaurants, Bars & Food Services",3.8,3.8,https://www.glassdoor.com/Reviews/Employee-Review-In-N-Out-Burger-RVW30649962.htm,30649962.0,False,2019-12-01 21:10:33.877,Grill Cook,"San Jose, CA",Very great place to work. Meet new people everyday. Co-workers are always super friendly. Free Double-Double during breaks !,Very busy all the time,5.0,Lynsi Snyder,President,923.0,95.0,https://media.glassdoor.com/people/sqll/14276/in-n-out-burger-lynsi-snyder.png,,,
REGULAR,Software Engineer,119868.37,97393.96,80867.47,ANNUAL,Procore Technologies,191,4.2,4.2,4.3,Computer Hardware & Software,True,375,4.2,Very Satisfied,79,Information Technology,4.0,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Procore-Technologies-RVW30436884.htm,30436884.0,True,2019-11-18 08:04:13.787,Customer Success Outreach Manager,"Carpinteria, CA","Flexible schedule
Unlimited PTO
Incredible company values that executives live by",Lower pay scale than software average,5.0,Craig “Tooey” Courtemanche,Founder and CEO,330.0,94.0,https://media.glassdoor.com/people/sqll/691343/procore-technologies-ceo1543536635255.png,,,
REGULAR,Senior Software Engineer,170293.67,137098.48,107823.3,ANNUAL,Procore Technologies,191,4.2,4.2,4.3,Computer Hardware & Software,True,375,4.2,Very Satisfied,79,Information Technology,4.0,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Procore-Technologies-RVW30436884.htm,30436884.0,True,2019-11-18 08:04:13.787,Customer Success Outreach Manager,"Carpinteria, CA","Flexible schedule
Unlimited PTO
Incredible company values that executives live by",Lower pay scale than software average,5.0,Craig “Tooey” Courtemanche,Founder and CEO,330.0,94.0,https://media.glassdoor.com/people/sqll/691343/procore-technologies-ceo1543536635255.png,,,
REGULAR,Account Executive,83337.66,62741.12,44646.43,ANNUAL,Procore Technologies,191,4.2,4.2,4.3,Computer Hardware & Software,True,375,4.2,Very Satisfied,79,Information Technology,4.0,4.2,https://www.glassdoor.com/Reviews/Employee-Review-Procore-Technologies-RVW30436884.htm,30436884.0,True,2019-11-18 08:04:13.787,Customer Success Outreach Manager,"Carpinteria, CA","Flexible schedule
Unlimited PTO
Incredible company values that executives live by",Lower pay scale than software average,5.0,Craig “Tooey” Courtemanche,Founder and CEO,330.0,94.0,https://media.glassdoor.com/people/sqll/691343/procore-technologies-ceo1543536635255.png,,,
REGULAR,Consultant,175022.78,154253.91,79960.89,ANNUAL,Boston Consulting Group,293,4.3,4.4,4.2,Consulting,True,2570,4.2,Very Satisfied,85,Business Services,3.9,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Boston-Consulting-Group-RVW30286341.htm,30286341.0,True,2019-11-09 04:12:24.75,Employee,,Amazing culture and benefits. Free breakfast and lunch.,Low pay for BST and no room for promotion,5.0,Rich Lesser,President and CEO,1152.0,95.0,https://media.glassdoor.com/people/sqll/3879/boston-consulting-group-rich-lesser.png,,,
REGULAR,Project Leader,218709.63,189509.86,133918.02,ANNUAL,Boston Consulting Group,293,4.3,4.4,4.2,Consulting,True,2570,4.2,Very Satisfied,85,Business Services,3.9,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Boston-Consulting-Group-RVW30286341.htm,30286341.0,True,2019-11-09 04:12:24.75,Employee,,Amazing culture and benefits. Free breakfast and lunch.,Low pay for BST and no room for promotion,5.0,Rich Lesser,President and CEO,1152.0,95.0,https://media.glassdoor.com/people/sqll/3879/boston-consulting-group-rich-lesser.png,,,
REGULAR,Associate,155615.59,85549.55,52450.52,ANNUAL,Boston Consulting Group,293,4.3,4.4,4.2,Consulting,True,2570,4.2,Very Satisfied,85,Business Services,3.9,3.0,https://www.glassdoor.com/Reviews/Employee-Review-Boston-Consulting-Group-RVW30286341.htm,30286341.0,True,2019-11-09 04:12:24.75,Employee,,Amazing culture and benefits. Free breakfast and lunch.,Low pay for BST and no room for promotion,5.0,Rich Lesser,President and CEO,1152.0,95.0,https://media.glassdoor.com/people/sqll/3879/boston-consulting-group-rich-lesser.png,,,
REGULAR,Senior Engineer,149502.33,124722.4,109380.67,ANNUAL,BCG Digital Ventures,63,4.1,4.2,3.9,Consulting,False,131,3.9,Satisfied,75,Business Services,3.6,3.4,https://www.glassdoor.com/Reviews/Employee-Review-BCG-Digital-Ventures-RVW30548202.htm,30548202.0,False,2019-11-24 09:16:15.983,Growth Architect,"Manhattan Beach, CA",Not many places can offer access to this kind of diversity of industries and initiatives. There is a lot one can do in a little amount of time.,Some talent gets left behind while others are not contributing in senior positions.,5.0,Stefan Gross-Selbeck,Global Managing Partner,23.0,76.0,,,,
REGULAR,Experience Designer,180273.16,112034.42,74751.16,ANNUAL,BCG Digital Ventures,63,4.1,4.2,3.9,Consulting,False,131,3.9,Satisfied,75,Business Services,3.6,3.4,https://www.glassdoor.com/Reviews/Employee-Review-BCG-Digital-Ventures-RVW30548202.htm,30548202.0,False,2019-11-24 09:16:15.983,Growth Architect,"Manhattan Beach, CA",Not many places can offer access to this kind of diversity of industries and initiatives. There is a lot one can do in a little amount of time.,Some talent gets left behind while others are not contributing in senior positions.,5.0,Stefan Gross-Selbeck,Global Managing Partner,23.0,76.0,,,,
REGULAR,Lead Engineer,215242.06,184145.2,157628.84,ANNUAL,BCG Digital Ventures,63,4.1,4.2,3.9,Consulting,False,131,3.9,Satisfied,75,Business Services,3.6,3.4,https://www.glassdoor.com/Reviews/Employee-Review-BCG-Digital-Ventures-RVW30548202.htm,30548202.0,False,2019-11-24 09:16:15.983,Growth Architect,"Manhattan Beach, CA",Not many places can offer access to this kind of diversity of industries and initiatives. There is a lot one can do in a little amount of time.,Some talent gets left behind while others are not contributing in senior positions.,5.0,Stefan Gross-Selbeck,Global Managing Partner,23.0,76.0,,,,
REGULAR,Analyst,68485.81,66095.85,63705.88,ANNUAL,Alira Health,2,4.5,3.6,4.7,Consulting,False,10,4.7,Very Satisfied,100,Business Services,4.4,4.1,https://www.glassdoor.com/Reviews/Employee-Review-Alira-Health-RVW29917739.htm,29917739.0,False,2019-10-20 13:53:13.043,Analyst Intern,"Boston, MA",Very friendly environment and tight knit community. I learned a lot about the consulting field and healthcare.,Small boutique in Boston with a small team.,5.0,Gabriele Brambilla,CEO,8.0,100.0,,,,
INTERN,Analyst,15.68,15.1,14.52,HOURLY,Alira Health,2,4.5,3.6,4.7,Consulting,False,10,4.7,Very Satisfied,100,Business Services,4.4,4.1,https://www.glassdoor.com/Reviews/Employee-Review-Alira-Health-RVW29917739.htm,29917739.0,False,2019-10-20 13:53:13.043,Analyst Intern,"Boston, MA",Very friendly environment and tight knit community. I learned a lot about the consulting field and healthcare.,Small boutique in Boston with a small team.,5.0,Gabriele Brambilla,CEO,8.0,100.0,,,,
REGULAR,Industrial Engineer,82963.89,79258.39,75552.88,ANNUAL,Boston Industrial Consulting,1,5.0,5.0,5.0,Advertising & Marketing,False,1,5.0,Very Satisfied,100,Business Services,5.0,5.0,https://www.glassdoor.com/Reviews/Employee-Review-Boston-Industrial-Consulting-RVW23294842.htm,23294842.0,True,2018-11-06 12:40:24.037,Employee,,"This company is the definition of a team environment, thus creating both an impressive & effective daily workflow. The staff is phenomenal to work with, as well as learn from. I only wish I had joined this company earlier in my career!","I have no cons to share, this company is great!",5.0,,,,,,,,
REGULAR,Consultant,144986.55,100310.55,67185.6,ANNUAL,IQVIA,851,3.4,3.2,3.4,Biotech & Pharmaceuticals,True,4310,3.5,Satisfied,66,Biotech & Pharmaceuticals,3.0,3.4,https://www.glassdoor.com/Reviews/Employee-Review-IQVIA-RVW22807308.htm,22807308.0,True,2018-10-04 21:04:12.797,Project Leader,"San Diego, CA","A market leader in healthcare with chances to work with the biggest names in pharma and biotech, on life changing clinical trials. You are contributing to new impactful diseases treatments from Cancer to Heart Disease, and work with people that are some of the foremost experts in their fields. Good sense of teamwork, industry leader, great benefits. Flexibility in schedule as well as location working remotely or in your local office.","Project timelines and customers can be challenging. Big company can feel disconnected, need to find your niche and build relationships. Global teams and projects means your hours can be all over the place.",5.0,Ari Bousbib,Chairman and CEO,1135.0,72.0,https://media.glassdoor.com/people/sqll/8347/ims-health-ari-bousbib.png,,,
